timestamp,time_slot,occupancy,hour_of_day,day_of_week,weekday,hour_sin,hour_cos,day_sin,day_cos,occupancy_lag1,occupancy_lag2
2024-01-01 05:45:00,23,0.0,5.75,0,Monday,0.9978589232386035,0.06540312923014327,0.0,1.0,0.0,0.0
2024-01-01 06:00:00,24,0.0,6.0,0,Monday,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.0
2024-01-01 06:15:00,25,0.0,6.25,0,Monday,0.9978589232386035,-0.06540312923014314,0.0,1.0,0.0,0.0
2024-01-01 06:30:00,26,0.0,6.5,0,Monday,0.9914448613738104,-0.1305261922200516,0.0,1.0,0.0,0.0
2024-01-01 06:45:00,27,0.0,6.75,0,Monday,0.9807852804032304,-0.1950903220161282,0.0,1.0,0.0,0.0
2024-01-01 07:00:00,28,0.0,7.0,0,Monday,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.0,0.0
2024-01-01 07:15:00,29,0.0,7.25,0,Monday,0.9469301294951057,-0.3214394653031616,0.0,1.0,0.0,0.0
2024-01-01 07:30:00,30,0.0,7.5,0,Monday,0.9238795325112868,-0.3826834323650895,0.0,1.0,0.0,0.0
2024-01-01 07:45:00,31,0.0,7.75,0,Monday,0.8968727415326884,-0.44228869021900113,0.0,1.0,0.0,0.0
2024-01-01 08:00:00,32,4.0,8.0,0,Monday,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0,0.0
2024-01-01 08:15:00,33,4.0,8.25,0,Monday,0.8314696123025451,-0.5555702330196023,0.0,1.0,4.0,0.0
2024-01-01 08:30:00,34,5.0,8.5,0,Monday,0.7933533402912352,-0.6087614290087207,0.0,1.0,4.0,4.0
2024-01-01 08:45:00,35,6.0,8.75,0,Monday,0.7518398074789774,-0.6593458151000688,0.0,1.0,5.0,4.0
2024-01-01 09:00:00,36,4.0,9.0,0,Monday,0.7071067811865476,-0.7071067811865475,0.0,1.0,6.0,5.0
2024-01-01 09:15:00,37,4.0,9.25,0,Monday,0.659345815100069,-0.7518398074789773,0.0,1.0,4.0,6.0
2024-01-01 09:30:00,38,6.0,9.5,0,Monday,0.6087614290087209,-0.793353340291235,0.0,1.0,4.0,4.0
2024-01-01 09:45:00,39,5.0,9.75,0,Monday,0.5555702330196025,-0.831469612302545,0.0,1.0,6.0,4.0
2024-01-01 10:00:00,40,8.0,10.0,0,Monday,0.49999999999999994,-0.8660254037844387,0.0,1.0,5.0,6.0
2024-01-01 10:15:00,41,9.0,10.25,0,Monday,0.4422886902190017,-0.8968727415326881,0.0,1.0,8.0,5.0
2024-01-01 10:30:00,42,8.0,10.5,0,Monday,0.3826834323650899,-0.9238795325112867,0.0,1.0,9.0,8.0
2024-01-01 10:45:00,43,8.0,10.75,0,Monday,0.32143946530316175,-0.9469301294951056,0.0,1.0,8.0,9.0
2024-01-01 11:00:00,44,8.0,11.0,0,Monday,0.258819045102521,-0.9659258262890682,0.0,1.0,8.0,8.0
2024-01-01 11:15:00,45,6.0,11.25,0,Monday,0.19509032201612816,-0.9807852804032304,0.0,1.0,8.0,8.0
2024-01-01 11:30:00,46,6.0,11.5,0,Monday,0.130526192220052,-0.9914448613738104,0.0,1.0,6.0,8.0
2024-01-01 11:45:00,47,7.0,11.75,0,Monday,0.06540312923014312,-0.9978589232386035,0.0,1.0,6.0,6.0
2024-01-01 12:00:00,48,2.0,12.0,0,Monday,1.2246467991473532e-16,-1.0,0.0,1.0,7.0,6.0
2024-01-01 12:15:00,49,3.0,12.25,0,Monday,-0.06540312923014287,-0.9978589232386035,0.0,1.0,2.0,7.0
2024-01-01 12:30:00,50,2.0,12.5,0,Monday,-0.13052619222005177,-0.9914448613738104,0.0,1.0,3.0,2.0
2024-01-01 12:45:00,51,2.0,12.75,0,Monday,-0.19509032201612792,-0.9807852804032305,0.0,1.0,2.0,3.0
2024-01-01 13:00:00,52,8.0,13.0,0,Monday,-0.2588190451025208,-0.9659258262890683,0.0,1.0,2.0,2.0
2024-01-01 13:15:00,53,7.0,13.25,0,Monday,-0.32143946530316153,-0.9469301294951057,0.0,1.0,8.0,2.0
2024-01-01 13:30:00,54,7.0,13.5,0,Monday,-0.38268343236508967,-0.9238795325112868,0.0,1.0,7.0,8.0
2024-01-01 13:45:00,55,6.0,13.75,0,Monday,-0.44228869021900147,-0.8968727415326883,0.0,1.0,7.0,7.0
2024-01-01 14:00:00,56,6.0,14.0,0,Monday,-0.4999999999999997,-0.8660254037844388,0.0,1.0,6.0,7.0
2024-01-01 14:15:00,57,7.0,14.25,0,Monday,-0.555570233019602,-0.8314696123025455,0.0,1.0,6.0,6.0
2024-01-01 14:30:00,58,6.0,14.5,0,Monday,-0.6087614290087207,-0.7933533402912352,0.0,1.0,7.0,6.0
2024-01-01 14:45:00,59,7.0,14.75,0,Monday,-0.6593458151000688,-0.7518398074789774,0.0,1.0,6.0,7.0
2024-01-01 15:00:00,60,6.0,15.0,0,Monday,-0.7071067811865471,-0.7071067811865479,0.0,1.0,7.0,6.0
2024-01-01 15:15:00,61,7.0,15.25,0,Monday,-0.7518398074789773,-0.6593458151000691,0.0,1.0,6.0,7.0
2024-01-01 15:30:00,62,6.0,15.5,0,Monday,-0.7933533402912349,-0.6087614290087209,0.0,1.0,7.0,6.0
2024-01-01 15:45:00,63,9.0,15.75,0,Monday,-0.8314696123025452,-0.5555702330196022,0.0,1.0,6.0,7.0
2024-01-01 16:00:00,64,5.0,16.0,0,Monday,-0.8660254037844385,-0.5000000000000004,0.0,1.0,9.0,6.0
2024-01-01 16:15:00,65,4.0,16.25,0,Monday,-0.8968727415326883,-0.44228869021900136,0.0,1.0,5.0,9.0
2024-01-01 16:30:00,66,6.0,16.5,0,Monday,-0.9238795325112868,-0.3826834323650895,0.0,1.0,4.0,5.0
2024-01-01 16:45:00,67,4.0,16.75,0,Monday,-0.9469301294951056,-0.3214394653031618,0.0,1.0,6.0,4.0
2024-01-01 17:00:00,68,5.0,17.0,0,Monday,-0.9659258262890683,-0.25881904510252063,0.0,1.0,4.0,6.0
2024-01-01 17:15:00,69,3.0,17.25,0,Monday,-0.9807852804032303,-0.19509032201612866,0.0,1.0,5.0,4.0
2024-01-01 17:30:00,70,4.0,17.5,0,Monday,-0.9914448613738104,-0.13052619222005163,0.0,1.0,3.0,5.0
2024-01-01 17:45:00,71,5.0,17.75,0,Monday,-0.9978589232386035,-0.06540312923014273,0.0,1.0,4.0,3.0
2024-01-01 18:00:00,72,6.0,18.0,0,Monday,-1.0,-1.8369701987210297e-16,0.0,1.0,5.0,4.0
2024-01-01 18:15:00,73,0.0,18.25,0,Monday,-0.9978589232386036,0.06540312923014237,0.0,1.0,6.0,5.0
2024-01-01 18:30:00,74,0.0,18.5,0,Monday,-0.9914448613738105,0.13052619222005127,0.0,1.0,0.0,6.0
2024-01-01 18:45:00,75,0.0,18.75,0,Monday,-0.9807852804032304,0.1950903220161283,0.0,1.0,0.0,0.0
2024-01-01 19:00:00,76,0.0,19.0,0,Monday,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.0,0.0
2024-01-01 19:15:00,77,0.0,19.25,0,Monday,-0.9469301294951057,0.3214394653031615,0.0,1.0,0.0,0.0
2024-01-01 19:30:00,78,0.0,19.5,0,Monday,-0.923879532511287,0.38268343236508917,0.0,1.0,0.0,0.0
2024-01-01 19:45:00,79,0.0,19.75,0,Monday,-0.8968727415326884,0.442288690219001,0.0,1.0,0.0,0.0
2024-01-01 20:00:00,80,0.0,20.0,0,Monday,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
2024-01-01 20:15:00,81,0.0,20.25,0,Monday,-0.8314696123025455,0.5555702330196018,0.0,1.0,0.0,0.0
2024-01-01 20:30:00,82,0.0,20.5,0,Monday,-0.7933533402912357,0.6087614290087199,0.0,1.0,0.0,0.0
2024-01-01 20:45:00,83,0.0,20.75,0,Monday,-0.7518398074789772,0.6593458151000691,0.0,1.0,0.0,0.0
2024-01-01 21:00:00,84,0.0,21.0,0,Monday,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.0,0.0
2024-01-01 21:15:00,85,0.0,21.25,0,Monday,-0.6593458151000687,0.7518398074789775,0.0,1.0,0.0,0.0
2024-01-01 21:30:00,86,0.0,21.5,0,Monday,-0.608761429008721,0.7933533402912349,0.0,1.0,0.0,0.0
2024-01-01 21:45:00,87,0.0,21.75,0,Monday,-0.555570233019603,0.8314696123025447,0.0,1.0,0.0,0.0
2024-01-01 22:00:00,88,0.0,22.0,0,Monday,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.0,0.0
2024-01-01 22:15:00,89,0.0,22.25,0,Monday,-0.4422886902190014,0.8968727415326883,0.0,1.0,0.0,0.0
2024-01-01 22:30:00,90,0.0,22.5,0,Monday,-0.38268343236508956,0.9238795325112868,0.0,1.0,0.0,0.0
2024-01-01 22:45:00,91,0.0,22.75,0,Monday,-0.32143946530316186,0.9469301294951056,0.0,1.0,0.0,0.0
2024-01-01 23:00:00,92,0.0,23.0,0,Monday,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.0,0.0
2024-01-01 23:15:00,93,0.0,23.25,0,Monday,-0.19509032201612872,0.9807852804032303,0.0,1.0,0.0,0.0
2024-01-01 23:30:00,94,0.0,23.5,0,Monday,-0.13052619222005168,0.9914448613738104,0.0,1.0,0.0,0.0
2024-01-01 23:45:00,95,0.0,23.75,0,Monday,-0.0654031292301428,0.9978589232386035,0.0,1.0,0.0,0.0
2024-01-02 00:00:00,96,0.0,0.0,1,Tuesday,0.0,1.0,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 00:15:00,97,0.0,0.25,1,Tuesday,0.06540312923014306,0.9978589232386035,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 00:30:00,98,0.0,0.5,1,Tuesday,0.13052619222005157,0.9914448613738104,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 00:45:00,99,0.0,0.75,1,Tuesday,0.19509032201612825,0.9807852804032304,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 01:00:00,100,0.0,1.0,1,Tuesday,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 01:15:00,101,0.0,1.25,1,Tuesday,0.3214394653031616,0.9469301294951057,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 01:30:00,102,0.0,1.5,1,Tuesday,0.3826834323650898,0.9238795325112867,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 01:45:00,103,0.0,1.75,1,Tuesday,0.44228869021900125,0.8968727415326884,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 02:00:00,104,0.0,2.0,1,Tuesday,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 02:15:00,105,0.0,2.25,1,Tuesday,0.5555702330196022,0.8314696123025452,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 02:30:00,106,0.0,2.5,1,Tuesday,0.6087614290087207,0.7933533402912352,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 02:45:00,107,0.0,2.75,1,Tuesday,0.6593458151000688,0.7518398074789774,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 03:00:00,108,0.0,3.0,1,Tuesday,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 03:15:00,109,0.0,3.25,1,Tuesday,0.7518398074789774,0.6593458151000688,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 03:30:00,110,0.0,3.5,1,Tuesday,0.7933533402912352,0.6087614290087207,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 03:45:00,111,0.0,3.75,1,Tuesday,0.8314696123025451,0.5555702330196024,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 04:00:00,112,0.0,4.0,1,Tuesday,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 04:15:00,113,0.0,4.25,1,Tuesday,0.8968727415326884,0.44228869021900125,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 04:30:00,114,0.0,4.5,1,Tuesday,0.9238795325112867,0.38268343236508984,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 04:45:00,115,0.0,4.75,1,Tuesday,0.9469301294951056,0.3214394653031617,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 05:00:00,116,0.0,5.0,1,Tuesday,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 05:15:00,117,0.0,5.25,1,Tuesday,0.9807852804032304,0.19509032201612833,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 05:30:00,118,0.0,5.5,1,Tuesday,0.9914448613738104,0.1305261922200517,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 05:45:00,119,0.0,5.75,1,Tuesday,0.9978589232386035,0.06540312923014327,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 06:00:00,120,0.0,6.0,1,Tuesday,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 06:15:00,121,0.0,6.25,1,Tuesday,0.9978589232386035,-0.06540312923014314,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 06:30:00,122,0.0,6.5,1,Tuesday,0.9914448613738104,-0.1305261922200516,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 06:45:00,123,0.0,6.75,1,Tuesday,0.9807852804032304,-0.1950903220161282,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 07:00:00,124,0.0,7.0,1,Tuesday,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 07:15:00,125,0.0,7.25,1,Tuesday,0.9469301294951057,-0.3214394653031616,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 07:30:00,126,0.0,7.5,1,Tuesday,0.9238795325112868,-0.3826834323650895,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 07:45:00,127,0.0,7.75,1,Tuesday,0.8968727415326884,-0.44228869021900113,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 08:00:00,128,4.0,8.0,1,Tuesday,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 08:15:00,129,4.0,8.25,1,Tuesday,0.8314696123025451,-0.5555702330196023,0.7818314824680298,0.6234898018587336,4.0,0.0
2024-01-02 08:30:00,130,4.0,8.5,1,Tuesday,0.7933533402912352,-0.6087614290087207,0.7818314824680298,0.6234898018587336,4.0,4.0
2024-01-02 08:45:00,131,3.0,8.75,1,Tuesday,0.7518398074789774,-0.6593458151000688,0.7818314824680298,0.6234898018587336,4.0,4.0
2024-01-02 09:00:00,132,3.0,9.0,1,Tuesday,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,3.0,4.0
2024-01-02 09:15:00,133,4.0,9.25,1,Tuesday,0.659345815100069,-0.7518398074789773,0.7818314824680298,0.6234898018587336,3.0,3.0
2024-01-02 09:30:00,134,5.0,9.5,1,Tuesday,0.6087614290087209,-0.793353340291235,0.7818314824680298,0.6234898018587336,4.0,3.0
2024-01-02 09:45:00,135,4.0,9.75,1,Tuesday,0.5555702330196025,-0.831469612302545,0.7818314824680298,0.6234898018587336,5.0,4.0
2024-01-02 10:00:00,136,6.0,10.0,1,Tuesday,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,4.0,5.0
2024-01-02 10:15:00,137,8.0,10.25,1,Tuesday,0.4422886902190017,-0.8968727415326881,0.7818314824680298,0.6234898018587336,6.0,4.0
2024-01-02 10:30:00,138,8.0,10.5,1,Tuesday,0.3826834323650899,-0.9238795325112867,0.7818314824680298,0.6234898018587336,8.0,6.0
2024-01-02 10:45:00,139,7.0,10.75,1,Tuesday,0.32143946530316175,-0.9469301294951056,0.7818314824680298,0.6234898018587336,8.0,8.0
2024-01-02 11:00:00,140,9.0,11.0,1,Tuesday,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,7.0,8.0
2024-01-02 11:15:00,141,9.0,11.25,1,Tuesday,0.19509032201612816,-0.9807852804032304,0.7818314824680298,0.6234898018587336,9.0,7.0
2024-01-02 11:30:00,142,9.0,11.5,1,Tuesday,0.130526192220052,-0.9914448613738104,0.7818314824680298,0.6234898018587336,9.0,9.0
2024-01-02 11:45:00,143,7.0,11.75,1,Tuesday,0.06540312923014312,-0.9978589232386035,0.7818314824680298,0.6234898018587336,9.0,9.0
2024-01-02 12:00:00,144,3.0,12.0,1,Tuesday,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,7.0,9.0
2024-01-02 12:15:00,145,3.0,12.25,1,Tuesday,-0.06540312923014287,-0.9978589232386035,0.7818314824680298,0.6234898018587336,3.0,7.0
2024-01-02 12:30:00,146,4.0,12.5,1,Tuesday,-0.13052619222005177,-0.9914448613738104,0.7818314824680298,0.6234898018587336,3.0,3.0
2024-01-02 12:45:00,147,3.0,12.75,1,Tuesday,-0.19509032201612792,-0.9807852804032305,0.7818314824680298,0.6234898018587336,4.0,3.0
2024-01-02 13:00:00,148,7.0,13.0,1,Tuesday,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,3.0,4.0
2024-01-02 13:15:00,149,6.0,13.25,1,Tuesday,-0.32143946530316153,-0.9469301294951057,0.7818314824680298,0.6234898018587336,7.0,3.0
2024-01-02 13:30:00,150,6.0,13.5,1,Tuesday,-0.38268343236508967,-0.9238795325112868,0.7818314824680298,0.6234898018587336,6.0,7.0
2024-01-02 13:45:00,151,8.0,13.75,1,Tuesday,-0.44228869021900147,-0.8968727415326883,0.7818314824680298,0.6234898018587336,6.0,6.0
2024-01-02 14:00:00,152,8.0,14.0,1,Tuesday,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,8.0,6.0
2024-01-02 14:15:00,153,7.0,14.25,1,Tuesday,-0.555570233019602,-0.8314696123025455,0.7818314824680298,0.6234898018587336,8.0,8.0
2024-01-02 14:30:00,154,8.0,14.5,1,Tuesday,-0.6087614290087207,-0.7933533402912352,0.7818314824680298,0.6234898018587336,7.0,8.0
2024-01-02 14:45:00,155,7.0,14.75,1,Tuesday,-0.6593458151000688,-0.7518398074789774,0.7818314824680298,0.6234898018587336,8.0,7.0
2024-01-02 15:00:00,156,6.0,15.0,1,Tuesday,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,7.0,8.0
2024-01-02 15:15:00,157,7.0,15.25,1,Tuesday,-0.7518398074789773,-0.6593458151000691,0.7818314824680298,0.6234898018587336,6.0,7.0
2024-01-02 15:30:00,158,9.0,15.5,1,Tuesday,-0.7933533402912349,-0.6087614290087209,0.7818314824680298,0.6234898018587336,7.0,6.0
2024-01-02 15:45:00,159,7.0,15.75,1,Tuesday,-0.8314696123025452,-0.5555702330196022,0.7818314824680298,0.6234898018587336,9.0,7.0
2024-01-02 16:00:00,160,7.0,16.0,1,Tuesday,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,7.0,9.0
2024-01-02 16:15:00,161,2.0,16.25,1,Tuesday,-0.8968727415326883,-0.44228869021900136,0.7818314824680298,0.6234898018587336,7.0,7.0
2024-01-02 16:30:00,162,6.0,16.5,1,Tuesday,-0.9238795325112868,-0.3826834323650895,0.7818314824680298,0.6234898018587336,2.0,7.0
2024-01-02 16:45:00,163,5.0,16.75,1,Tuesday,-0.9469301294951056,-0.3214394653031618,0.7818314824680298,0.6234898018587336,6.0,2.0
2024-01-02 17:00:00,164,5.0,17.0,1,Tuesday,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,5.0,6.0
2024-01-02 17:15:00,165,5.0,17.25,1,Tuesday,-0.9807852804032303,-0.19509032201612866,0.7818314824680298,0.6234898018587336,5.0,5.0
2024-01-02 17:30:00,166,3.0,17.5,1,Tuesday,-0.9914448613738104,-0.13052619222005163,0.7818314824680298,0.6234898018587336,5.0,5.0
2024-01-02 17:45:00,167,5.0,17.75,1,Tuesday,-0.9978589232386035,-0.06540312923014273,0.7818314824680298,0.6234898018587336,3.0,5.0
2024-01-02 18:00:00,168,5.0,18.0,1,Tuesday,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,5.0,3.0
2024-01-02 18:15:00,169,0.0,18.25,1,Tuesday,-0.9978589232386036,0.06540312923014237,0.7818314824680298,0.6234898018587336,5.0,5.0
2024-01-02 18:30:00,170,0.0,18.5,1,Tuesday,-0.9914448613738105,0.13052619222005127,0.7818314824680298,0.6234898018587336,0.0,5.0
2024-01-02 18:45:00,171,0.0,18.75,1,Tuesday,-0.9807852804032304,0.1950903220161283,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 19:00:00,172,0.0,19.0,1,Tuesday,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 19:15:00,173,0.0,19.25,1,Tuesday,-0.9469301294951057,0.3214394653031615,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 19:30:00,174,0.0,19.5,1,Tuesday,-0.923879532511287,0.38268343236508917,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 19:45:00,175,0.0,19.75,1,Tuesday,-0.8968727415326884,0.442288690219001,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 20:00:00,176,0.0,20.0,1,Tuesday,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 20:15:00,177,0.0,20.25,1,Tuesday,-0.8314696123025455,0.5555702330196018,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 20:30:00,178,0.0,20.5,1,Tuesday,-0.7933533402912357,0.6087614290087199,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 20:45:00,179,0.0,20.75,1,Tuesday,-0.7518398074789772,0.6593458151000691,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 21:00:00,180,0.0,21.0,1,Tuesday,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 21:15:00,181,0.0,21.25,1,Tuesday,-0.6593458151000687,0.7518398074789775,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 21:30:00,182,0.0,21.5,1,Tuesday,-0.608761429008721,0.7933533402912349,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 21:45:00,183,0.0,21.75,1,Tuesday,-0.555570233019603,0.8314696123025447,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 22:00:00,184,0.0,22.0,1,Tuesday,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 22:15:00,185,0.0,22.25,1,Tuesday,-0.4422886902190014,0.8968727415326883,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 22:30:00,186,0.0,22.5,1,Tuesday,-0.38268343236508956,0.9238795325112868,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 22:45:00,187,0.0,22.75,1,Tuesday,-0.32143946530316186,0.9469301294951056,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 23:00:00,188,0.0,23.0,1,Tuesday,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 23:15:00,189,0.0,23.25,1,Tuesday,-0.19509032201612872,0.9807852804032303,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 23:30:00,190,0.0,23.5,1,Tuesday,-0.13052619222005168,0.9914448613738104,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-02 23:45:00,191,0.0,23.75,1,Tuesday,-0.0654031292301428,0.9978589232386035,0.7818314824680298,0.6234898018587336,0.0,0.0
2024-01-03 00:00:00,192,0.0,0.0,2,Wednesday,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.0,0.0
2024-01-03 00:15:00,193,0.0,0.25,2,Wednesday,0.06540312923014306,0.9978589232386035,0.9749279121818236,-0.22252093395631434,0.0,0.0
2024-01-03 00:30:00,194,0.0,0.5,2,Wednesday,0.13052619222005157,0.9914448613738104,0.9749279121818236,-0.22252093395631434,0.0,0.0
2024-01-03 00:45:00,195,0.0,0.75,2,Wednesday,0.19509032201612825,0.9807852804032304,0.9749279121818236,-0.22252093395631434,0.0,0.0
2024-01-03 01:00:00,196,0.0,1.0,2,Wednesday,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.0,0.0
2024-01-03 01:15:00,197,0.0,1.25,2,Wednesday,0.3214394653031616,0.9469301294951057,0.9749279121818236,-0.22252093395631434,0.0,0.0
